customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
4718-DHSMV;F;0;N;0;11;No;No phone service;DSL;No;No;No;No;Yes;No;1;Yes;Mailed check;35.8;363.15;No
5175-WLYXL;M;0;N;0;22;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;1;Yes;Mailed check;78.85;1600.25;No
7817-OMJNA;M;0;N;0;14;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2;No;Bank transfer (automatic);20.4;275.7;No
8728-SKJLR;M;0;N;0;41;Yes;No;Fiber optic;No;No;No;Yes;No;No;1;Yes;Electronic check;74.25;3089.1;No
3137-NYQQI;M;0;Y;0;17;Yes;No;DSL;Yes;Yes;No;No;No;Yes;2;No;Mailed check;64.8;1175.6;No
7706-DZNKK;M;0;N;0;11;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;Yes;Credit card (automatic);20.45;237.3;No
0236-HFWSV;M;0;N;0;15;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;1;Yes;Electronic check;93.35;1444.65;Yes
3900-AQPHZ;F;0;N;0;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;No;Mailed check;19.9;19.9;Yes
5842-POCOP;F;0;Y;0;5;Yes;No;Fiber optic;Yes;No;Yes;No;No;Yes;1;Yes;Mailed check;88.9;454.15;Yes
2037-XJFUP;M;0;Y;0;33;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;2;Yes;Electronic check;95.8;3036.75;Yes
8823-RLPWL;F;0;Y;0;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;3;Yes;Credit card (automatic);110.65;8065.65;No
9505-SQFSW;F;0;Y;1;3;No;No phone service;DSL;No;Yes;No;No;No;Yes;1;No;Mailed check;40.3;92.5;No
7314-OXENN;M;0;N;0;2;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;1;Yes;Electronic check;82;184.65;Yes
3758-CKOQL;F;0;Y;0;59;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;2;Yes;Credit card (automatic);107;6152.3;No
0322-CHQRU;M;0;N;0;2;Yes;No;DSL;No;No;No;No;No;No;1;No;Electronic check;45.35;89.5;Yes
5676-CFLYY;M;0;Y;1;71;Yes;No;DSL;No;Yes;No;Yes;Yes;Yes;3;Yes;Credit card (automatic);73.35;5154.5;No
7521-AFHAB;F;0;Y;1;5;Yes;No;DSL;No;No;No;No;No;No;1;No;Mailed check;44.8;220.45;No
0285-INHLN;M;0;Y;1;27;Yes;No;DSL;Yes;Yes;No;No;No;No;1;Yes;Credit card (automatic);54.75;1510.3;No
4678-DVQEO;F;0;N;0;1;Yes;No;DSL;No;No;No;Yes;No;No;1;Yes;Electronic check;52.2;52.2;Yes
5125-CNDSP;M;0;N;1;63;No;No phone service;DSL;Yes;Yes;No;Yes;No;No;2;Yes;Bank transfer (automatic);40.6;2588.95;No
0691-IFBQW;F;1;N;0;46;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;2;Yes;Electronic check;110;4874.8;Yes
4992-LTJNE;M;0;Y;1;72;Yes;Yes;DSL;Yes;No;No;No;No;No;3;No;Bank transfer (automatic);55.3;3983.6;No
2202-OUTMO;F;0;Y;0;34;Yes;Yes;DSL;Yes;No;No;Yes;No;No;1;Yes;Bank transfer (automatic);60.85;2003.6;No
0810-BDHAW;F;0;Y;1;24;Yes;Yes;DSL;Yes;Yes;No;No;Yes;Yes;2;No;Electronic check;78.4;1832.4;No
0229-LFJAF;M;0;N;0;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;3;No;Bank transfer (automatic);69.65;4908.25;No
7131-ZQZNK;F;0;Y;1;60;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;3;No;Credit card (automatic);59.85;3590.2;No
3442-ZHHCC;M;0;N;0;68;Yes;Yes;DSL;Yes;Yes;Yes;No;No;Yes;2;Yes;Credit card (automatic);76.9;5023;No
5726-CVNYA;F;0;Y;1;8;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;3;Yes;Mailed check;19.85;146.6;No
9871-ELEYA;F;0;N;1;34;Yes;No;DSL;Yes;No;Yes;Yes;Yes;No;3;No;Credit card (automatic);67.65;2339.3;No
4257-GAESD;F;0;N;0;6;No;No phone service;DSL;No;No;No;No;Yes;Yes;1;No;Credit card (automatic);45;298.7;No
5173-WXOQV;M;0;Y;0;2;Yes;No;DSL;No;Yes;No;Yes;No;Yes;1;Yes;Mailed check;64.2;143.65;No
2040-OBMLJ;M;0;N;0;31;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;2;No;Credit card (automatic);81.7;2548.65;No
6286-ZHAOK;F;0;Y;1;20;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;Yes;Bank transfer (automatic);25.55;507.4;No
3807-XHCJH;F;0;Y;1;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;No;Electronic check;20;20;No
3009-JWMPU;M;0;N;0;62;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;2;Yes;Electronic check;96.75;6125.4;Yes
5671-RQRLP;F;1;Y;0;70;Yes;Yes;Fiber optic;No;No;No;No;No;No;3;Yes;Credit card (automatic);75.65;5411.4;No
1450-GALXR;F;0;N;0;10;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;1;Yes;Electronic check;98.5;1058.25;Yes
8859-AXJZP;M;0;Y;1;39;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;3;Yes;Mailed check;23.8;903.8;No
3174-AKMAS;F;0;Y;0;46;Yes;No;DSL;No;Yes;No;Yes;Yes;No;3;Yes;Credit card (automatic);64.2;3009.5;No
3138-BKYAV;M;0;N;0;6;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;1;Yes;Electronic check;85.35;489.45;Yes
9926-PJHDQ;F;0;Y;1;72;Yes;Yes;DSL;No;No;Yes;No;Yes;Yes;3;Yes;Bank transfer (automatic);76.8;5468.45;No
7382-DFJTU;M;0;N;0;18;Yes;No;DSL;No;No;Yes;Yes;No;No;1;No;Credit card (automatic);55.2;1058.1;No
2798-NYLMZ;M;0;Y;0;71;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;3;Yes;Credit card (automatic);108.55;7616;No
4289-DTDKW;M;0;Y;0;40;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;1;Yes;Electronic check;101.3;4113.1;Yes
1820-TQVEV;M;0;N;0;1;Yes;No;Fiber optic;No;No;No;No;No;No;1;Yes;Electronic check;69.55;69.55;Yes
2239-JALAW;M;0;N;0;58;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;2;Yes;Bank transfer (automatic);103.25;6017.65;Yes
4853-RULSV;M;0;N;0;70;Yes;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;3;Yes;Credit card (automatic);104;7250.15;Yes
8098-TDCBU;F;0;Y;0;42;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;3;No;Electronic check;25.25;1108.2;No
3551-GAEGL;M;0;Y;1;34;No;No phone service;DSL;Yes;No;No;No;No;No;2;No;Bank transfer (automatic);30.4;938.65;No
4785-NKHCX;M;1;N;0;5;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;No;Bank transfer (automatic);20.05;94.15;No
3196-NVXLZ;F;0;N;0;25;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;1;Yes;Mailed check;84.6;2088.05;No
6275-YDUVO;F;0;N;0;2;Yes;No;Fiber optic;No;No;Yes;No;No;Yes;1;Yes;Mailed check;86.2;178.7;Yes
0036-IHMOT;F;0;Y;1;55;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;2;Yes;Bank transfer (automatic);103.7;5656.75;No
0115-TFERT;M;0;Y;0;21;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;1;Yes;Electronic check;111.2;2317.1;Yes
4178-EGMON;M;0;Y;0;70;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;No;No;3;Yes;Credit card (automatic);88;5986.45;No
4220-TINQT;F;0;Y;0;61;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;1;Yes;Electronic check;106.35;6751.35;No
5318-YKDPV;M;0;Y;1;43;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;3;Yes;Credit card (automatic);79.15;3566.6;No
7975-TZMLR;M;0;N;0;47;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;2;Yes;Electronic check;103.1;4889.3;No
0295-QVKPB;M;0;N;0;5;Yes;No;DSL;No;No;Yes;Yes;Yes;No;1;Yes;Credit card (automatic);63.95;318.1;No
4335-BSMJS;F;0;N;0;62;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;3;Yes;Credit card (automatic);25.8;1563.95;No
2311-QYMUQ;F;0;Y;1;16;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;No;1;Yes;Credit card (automatic);89.45;1430.25;Yes
3643-AHCFP;M;1;Y;0;7;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;1;Yes;Bank transfer (automatic);95.6;644.35;Yes
9146-JRIOX;F;0;Y;1;14;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;No;Mailed check;25.55;372.45;No
3104-OWCGK;M;0;Y;1;60;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;No;2;No;Electronic check;90.95;5453.4;Yes
5337-IIWKZ;M;0;Y;1;34;No;No phone service;DSL;No;No;Yes;Yes;Yes;No;1;Yes;Electronic check;44.85;1442.6;No
9101-BWFSS;F;0;Y;0;50;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;2;No;Electronic check;108.55;5610.7;Yes
9650-VBUOG;M;0;Y;1;38;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;3;No;Credit card (automatic);25.05;963.95;No
3487-EARAT;F;0;Y;1;70;Yes;No;DSL;Yes;Yes;Yes;Yes;No;Yes;2;No;Credit card (automatic);74.1;5222.3;No
2672-TGEFF;F;0;Y;1;37;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;1;Yes;Electronic check;88.8;3340.55;No
9231-ZJYAM;F;1;N;0;4;Yes;No;Fiber optic;No;No;No;No;Yes;No;1;Yes;Electronic check;78.85;292.8;Yes
4250-WAROZ;M;1;Y;1;60;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;1;Yes;Electronic check;93.25;5774.55;No
8184-WMOFI;M;0;Y;1;62;Yes;No;DSL;Yes;No;Yes;Yes;No;Yes;2;No;Credit card (automatic);71.4;4487.3;No
6982-SSHFK;M;0;N;0;1;Yes;No;DSL;No;No;No;No;No;No;1;No;Mailed check;44.4;44.4;Yes
6092-QZVPP;M;0;N;0;36;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;1;Yes;Credit card (automatic);79.2;2854.95;No
4625-LAMOB;M;0;N;0;44;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;3;No;Credit card (automatic);20.4;905.55;No
0727-BMPLR;F;1;N;0;55;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;2;Yes;Electronic check;100;5509.3;Yes
0392-BZIUW;F;0;Y;0;72;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;3;Yes;Credit card (automatic);105;7589.8;No
1038-ZAGBI;F;0;Y;1;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2;No;Bank transfer (automatic);19.8;229.6;Yes
6549-NNDYT;F;0;N;0;13;No;No phone service;DSL;Yes;No;No;No;No;No;1;Yes;Bank transfer (automatic);30.85;394.1;No
3027-ZTDHO;M;0;N;0;1;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;1;Yes;Electronic check;89.9;89.9;Yes
0422-OHQHQ;F;0;Y;1;15;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2;No;Mailed check;20.55;295.95;No
6916-HIJSE;F;0;N;0;65;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;3;Yes;Bank transfer (automatic);84.85;5459.2;No
2316-ESMLS;F;0;Y;1;12;No;No phone service;DSL;Yes;No;No;Yes;No;No;2;No;Credit card (automatic);33.15;444.75;No
9778-OGKQZ;M;0;Y;0;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;3;Yes;Credit card (automatic);92;6782.15;No
7408-OFWXJ;F;0;Y;1;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;3;No;Credit card (automatic);89.8;6510.45;No
6007-TCTST;F;0;Y;1;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;3;Yes;Bank transfer (automatic);115.8;8476.5;No
2252-NKNSI;M;0;N;1;52;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;3;Yes;Mailed check;85.15;4461.85;No
8713-IGZSO;M;0;N;0;2;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;No;Mailed check;24.85;62;No
7905-TVXTA;F;0;N;0;5;Yes;No;DSL;Yes;No;No;Yes;Yes;No;1;Yes;Electronic check;64.35;352.65;No
7695-PKLCZ;F;0;N;0;68;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;3;No;Credit card (automatic);20.5;1424.9;No
2382-BCKQJ;F;0;N;1;62;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;2;Yes;Electronic check;100.15;6413.65;Yes
8374-UULRV;M;0;N;0;72;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;3;No;Credit card (automatic);86.05;6309.65;No
2207-NHRJK;M;0;N;0;1;Yes;No;DSL;No;Yes;No;No;No;No;1;No;Electronic check;50.8;50.8;Yes
3224-DFQNQ;F;0;Y;0;66;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;No;No;2;No;Electronic check;89;5898.6;No
5275-PMFUT;M;0;Y;1;72;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;3;Yes;Credit card (automatic);64.8;4719.75;No
4795-UXVCJ;M;0;N;0;26;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2;No;Credit card (automatic);19.8;457.3;No
9777-IQHWP;M;0;Y;1;64;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;Yes;3;No;Bank transfer (automatic);93.4;5822.3;No
0947-MUGVO;M;1;Y;0;20;Yes;No;Fiber optic;No;Yes;No;No;No;No;1;Yes;Electronic check;73.65;1463.5;Yes
9944-HKVVB;F;0;N;0;3;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;1;Yes;Electronic check;95.1;307.4;Yes
4124-MMETB;M;0;N;0;22;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;1;Yes;Credit card (automatic);94.65;2104.55;Yes
3671-SHRSP;M;0;Y;0;4;Yes;No;Fiber optic;No;No;Yes;Yes;No;No;1;Yes;Mailed check;80.6;319.15;Yes
0979-MOZQI;M;0;Y;0;62;No;No phone service;DSL;No;No;No;Yes;Yes;No;3;Yes;Bank transfer (automatic);39;2337.45;No
2732-ISEZX;F;0;N;0;5;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;Yes;Mailed check;20.5;104.3;No
3313-QKNKB;M;0;Y;0;59;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;2;No;Electronic check;85.55;5084.65;Yes
0323-XWWTN;M;0;N;1;3;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;3;Yes;Mailed check;26.4;121.25;No
1937-OTUKY;F;0;Y;0;72;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;No;3;Yes;Bank transfer (automatic);98.2;7015.9;No
1573-LGXBA;M;0;Y;1;57;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;2;Yes;Credit card (automatic);97.55;5598;No
1764-VUUMT;M;0;N;1;66;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;3;No;Credit card (automatic);19.95;1269.1;No
5073-WXOYN;F;0;N;0;60;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;1;Yes;Electronic check;50.8;3027.4;Yes
4713-ZBURT;M;0;N;1;45;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;3;No;Bank transfer (automatic);99.7;4634.35;No
3050-GBUSH;F;0;N;0;3;No;No phone service;DSL;No;No;No;No;Yes;No;1;Yes;Credit card (automatic);34.8;113.95;No
0207-MDKNV;F;0;N;0;15;Yes;No;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;1;No;Electronic check;105.1;1582.75;Yes
7876-AEHIG;F;0;N;1;51;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;2;No;Bank transfer (automatic);60.15;3077;No
7945-HLKEA;F;0;N;0;60;Yes;Yes;DSL;Yes;No;Yes;Yes;No;No;2;No;Electronic check;64.75;4039.5;No
9342-VNIMQ;M;0;N;0;33;Yes;Yes;DSL;No;Yes;No;No;No;No;1;Yes;Bank transfer (automatic);54.65;1665.2;No
9851-KIELU;M;0;N;0;10;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;1;Yes;Electronic check;110.1;1043.3;Yes
3523-BRGUW;M;1;N;0;26;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2;No;Credit card (automatic);19.3;504.2;No
3908-BLSYF;F;0;N;0;6;Yes;No;Fiber optic;No;No;Yes;No;No;Yes;1;No;Electronic check;83.9;497.55;Yes
3199-NPKCN;F;0;Y;0;67;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;2;Yes;Electronic check;111.25;7511.65;No
5170-PTRKA;F;0;Y;1;49;No;No phone service;DSL;Yes;No;No;Yes;No;No;2;Yes;Credit card (automatic);35.8;1782;No
4661-NJEUX;M;0;N;0;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;Yes;Mailed check;20.05;20.05;No
2123-AGEEN;F;1;N;0;7;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;1;Yes;Electronic check;84.35;609.65;No
1258-YMZNM;F;1;N;0;27;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;2;Yes;Bank transfer (automatic);110.5;2857.6;No
0048-LUMLS;M;0;Y;1;37;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;2;No;Credit card (automatic);91.2;3247.55;No
7549-MYGPK;F;0;Y;1;63;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;No;1;Yes;Electronic check;100.55;6215.35;Yes
5898-IGSLP;M;0;Y;1;31;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;No;No;1;No;Electronic check;89.3;2823;No
3804-RVTGV;M;0;Y;1;50;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;1;Yes;Bank transfer (automatic);103.85;5017.9;Yes
6259-WJQLC;M;1;N;0;32;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;1;Yes;Credit card (automatic);81.1;2619.25;No
9227-LUNBG;F;0;N;0;1;No;No phone service;DSL;No;No;No;No;No;No;1;No;Electronic check;24.6;24.6;Yes
7997-EASSD;F;0;Y;0;63;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;2;Yes;Credit card (automatic);81.2;4965.1;No
0730-KOAVE;M;0;N;0;30;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;1;Yes;Credit card (automatic);94.3;2679.7;No
8975-SKGRX;M;0;Y;0;71;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;3;Yes;Bank transfer (automatic);116.1;8310.55;No
0678-RLHVP;F;0;N;0;53;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;3;No;Electronic check;105.55;5682.25;No
4315-MURBD;F;0;N;0;12;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;1;Yes;Bank transfer (automatic);98.9;1120.95;Yes
2267-FPIMA;M;0;Y;0;50;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;1;Yes;Credit card (automatic);94.4;4914.9;No
1051-GEJLJ;F;0;N;0;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;No;Mailed check;19.5;27.55;No
9734-YWGEX;F;0;N;0;9;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;1;No;Credit card (automatic);98.3;923.5;Yes
2719-BDAQO;M;0;N;0;17;Yes;No;Fiber optic;Yes;No;No;No;Yes;Yes;1;No;Electronic check;93.85;1625.65;Yes
5285-MVEHD;F;0;Y;0;56;Yes;No;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;2;Yes;Credit card (automatic);105.6;6068.65;No
0379-DJQHR;M;0;Y;1;67;Yes;No;DSL;Yes;Yes;Yes;No;Yes;Yes;3;No;Credit card (automatic);81.35;5398.6;No
0781-LKXBR;M;1;N;0;9;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;1;Yes;Electronic check;100.5;918.6;Yes
5543-QDCRY;M;0;N;0;4;Yes;No;DSL;No;No;No;No;Yes;No;1;Yes;Electronic check;56.4;234.85;No
0297-RBCSG;M;0;N;0;19;Yes;No;DSL;No;Yes;No;Yes;No;Yes;2;Yes;Bank transfer (automatic);65.35;1231.85;No
4694-PHWFW;F;0;N;1;8;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;No;Mailed check;19.95;170.9;No
0835-JKADZ;F;0;N;0;71;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;3;Yes;Electronic check;111.25;7984.15;No
1907-UBQFC;M;1;N;0;10;Yes;No;Fiber optic;No;Yes;No;No;No;No;1;Yes;Electronic check;72.85;688.65;Yes
7508-SMHXL;F;1;N;0;15;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;1;No;Credit card (automatic);89;1288.3;No
3865-YIOTT;M;0;Y;1;72;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;2;Yes;Bank transfer (automatic);106.1;7848.5;No
5993-BQHEA;M;0;N;0;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2;No;Credit card (automatic);20.05;267;No
6024-RUGGH;M;0;Y;1;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;3;Yes;Bank transfer (automatic);25.2;1798.9;No
6513-EECDB;M;1;Y;0;1;Yes;Yes;Fiber optic;No;No;No;No;No;No;1;Yes;Electronic check;73.55;73.55;Yes
3956-CJUST;F;1;N;0;23;Yes;No;Fiber optic;Yes;No;No;No;No;No;1;Yes;Bank transfer (automatic);75.4;1643.55;No
4079-WWQQQ;M;0;N;0;72;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;3;Yes;Bank transfer (automatic);65.55;4807.45;No
6103-BOCOU;F;0;N;0;26;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;1;Yes;Electronic check;80.7;2193;No
5149-TGWDZ;F;0;N;0;21;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;2;Yes;Mailed check;104.55;2239.4;No
7471-WNSUF;M;0;Y;0;60;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2;No;Bank transfer (automatic);24.15;1505.9;No
8942-DBMHZ;M;0;N;0;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;No;Mailed check;20.45;255.35;No
4301-VVZKA;M;0;Y;0;16;Yes;Yes;Fiber optic;No;No;No;No;No;No;1;Yes;Electronic check;75.4;1189.4;No
9199-PWQVC;F;0;Y;0;63;Yes;Yes;DSL;Yes;Yes;No;No;Yes;Yes;2;Yes;Credit card (automatic);79.7;4786.15;No
4824-GUCBY;F;1;N;0;22;Yes;No;Fiber optic;Yes;Yes;No;No;No;No;1;No;Electronic check;81.7;1820.9;No
5393-HJZSM;F;0;Y;1;32;Yes;No;DSL;Yes;Yes;Yes;Yes;No;Yes;1;No;Bank transfer (automatic);76.3;2404.15;No
7074-IEVOJ;F;1;N;0;3;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;1;Yes;Electronic check;79.4;205.05;Yes
9625-QSTYE;F;0;N;0;13;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;1;Yes;Electronic check;81.15;952.3;Yes
0862-PRCBS;F;0;Y;1;68;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;3;Yes;Credit card (automatic);103.75;7039.45;No
8812-ZRHFP;F;0;Y;1;30;Yes;No;Fiber optic;No;No;Yes;No;No;Yes;2;No;Electronic check;86.45;2538.05;No
5146-CBVOE;F;0;N;0;16;Yes;No;Fiber optic;No;Yes;No;No;No;No;1;No;Bank transfer (automatic);75.1;1212.85;No
0454-OKRCT;M;0;N;0;33;Yes;No;Fiber optic;No;Yes;No;Yes;No;No;3;No;Bank transfer (automatic);80.6;2651.1;No
5787-KXGIY;M;0;Y;0;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;3;No;Credit card (automatic);19.3;1304.8;No
4750-ZRXIU;F;1;N;0;4;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;1;Yes;Electronic check;84.6;360.1;Yes
4198-VFOEA;F;0;N;0;12;No;No phone service;DSL;Yes;No;No;Yes;No;No;2;Yes;Mailed check;33.6;435.45;No
6630-UJZMY;F;1;Y;0;4;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;1;Yes;Electronic check;83.25;308.05;No
5709-LVOEQ;F;0;Y;1;0;Yes;No;DSL;Yes;Yes;Yes;No;Yes;Yes;3;No;Mailed check;80.85;;No
6400-BWQKW;F;0;N;0;6;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;1;Yes;Electronic check;79.05;434.5;Yes
2692-AQCPF;F;0;Y;0;65;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;2;Yes;Credit card (automatic);108.05;7118.9;No
0347-UBKUZ;F;0;N;0;15;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;No;Mailed check;19.9;320.45;No
0835-DUUIQ;F;0;N;1;24;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2;No;Bank transfer (automatic);21.05;531.55;No
0811-GSDTP;F;0;N;1;13;No;No phone service;DSL;No;Yes;No;No;No;No;1;No;Electronic check;30.15;382.2;No
7567-ECMCM;M;0;N;0;24;Yes;No;Fiber optic;No;No;No;No;No;Yes;1;Yes;Credit card (automatic);79.85;2001;No
6115-ZTBFQ;F;0;Y;0;72;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;3;No;Bank transfer (automatic);65.5;4919.7;No
6353-BRMMA;F;0;Y;1;54;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;1;Yes;Bank transfer (automatic);104.1;5645.8;No
6680-WKXRZ;F;0;N;0;3;Yes;Yes;Fiber optic;No;No;No;No;No;No;1;No;Bank transfer (automatic);74.4;215.8;Yes
6231-WFGFH;M;0;Y;1;4;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;Yes;Mailed check;20.5;77.6;No
